descriptor,cluster_class,scaler,n_clusters,cluster_class_params,calinski_harabasz_score,davies_bouldin_score
vdc_color,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 16}",,
vdc_color,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 16}",,
vdc_color,DBSCAN,standard,2,"{'eps': 8, 'min_samples': 16}",110.44481723860477,9.955558368313422
vdc_color,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 16}",154.92534916989905,8.627605264274791
vdc_color,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 16}",36.18094736105648,3.8373873393094744
vdc_color,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 16}",5.941573413443377,0.4038074993036386
vdc_color,DBSCAN,standard,1,"{'eps': 24, 'min_samples': 16}",,
vdc_color,DBSCAN,standard,1,"{'eps': 32, 'min_samples': 16}",,
vdc_color,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 16}",,
vdc_color,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 32}",,
vdc_color,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 32}",,
vdc_color,DBSCAN,standard,5,"{'eps': 8, 'min_samples': 32}",35.34078240756058,5.453260022571217
vdc_color,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 32}",156.8947401499017,8.660234827778146
vdc_color,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 32}",39.44433551487612,3.81136169124404
vdc_color,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 32}",5.941573413443377,0.4038074993036386
vdc_color,DBSCAN,standard,1,"{'eps': 24, 'min_samples': 32}",,
vdc_color,DBSCAN,standard,1,"{'eps': 32, 'min_samples': 32}",,
vdc_color,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 32}",,
vdc_color,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 64}",,
vdc_color,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 64}",,
vdc_color,DBSCAN,standard,2,"{'eps': 8, 'min_samples': 64}",81.78751504789712,8.278831334860492
vdc_color,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 64}",160.0088323663589,8.689972292293469
vdc_color,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 64}",40.31603700095111,3.8540299002750036
vdc_color,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 64}",5.941573413443377,0.4038074993036386
vdc_color,DBSCAN,standard,1,"{'eps': 24, 'min_samples': 64}",,
vdc_color,DBSCAN,standard,1,"{'eps': 32, 'min_samples': 64}",,
vdc_color,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 64}",,
vdc_color,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 128}",,
vdc_color,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 128}",,
vdc_color,DBSCAN,standard,2,"{'eps': 8, 'min_samples': 128}",55.64307447079514,7.410905583548202
vdc_color,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 128}",161.69587457323772,8.734754530504226
vdc_color,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 128}",42.52808130491876,3.849881126096707
vdc_color,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 128}",5.941573413443377,0.4038074993036386
vdc_color,DBSCAN,standard,1,"{'eps': 24, 'min_samples': 128}",,
vdc_color,DBSCAN,standard,1,"{'eps': 32, 'min_samples': 128}",,
vdc_color,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 128}",,
vdc_color,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 256}",,
vdc_color,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 256}",,
vdc_color,DBSCAN,standard,2,"{'eps': 8, 'min_samples': 256}",28.133158870622214,6.54210061383477
vdc_color,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 256}",163.82462811701788,8.788804988442998
vdc_color,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 256}",47.59006633616259,3.7459248792298543
vdc_color,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 256}",5.941573413443377,0.4038074993036386
vdc_color,DBSCAN,standard,1,"{'eps': 24, 'min_samples': 256}",,
vdc_color,DBSCAN,standard,1,"{'eps': 32, 'min_samples': 256}",,
vdc_color,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 256}",,
vdc_color,HDBSCAN,norm,3,{'min_cluster_size': 4},34.03982622137302,3.96052524927936
vdc_color,HDBSCAN,norm,3,{'min_cluster_size': 8},63.90285724729619,7.969126714838975
vdc_color,HDBSCAN,norm,3,{'min_cluster_size': 12},62.708898179359934,7.908663155482771
vdc_color,HDBSCAN,norm,1,{'min_cluster_size': 16},,
vdc_color,HDBSCAN,norm,1,{'min_cluster_size': 24},,
vdc_color,HDBSCAN,norm,3,{'min_cluster_size': 32},88.84432463109691,9.717434663007245
vdc_color,HDBSCAN,norm,3,{'min_cluster_size': 48},39.81014419127433,6.7315958393778175
vdc_color,HDBSCAN,standard,3,{'min_cluster_size': 4},36.16524757423818,3.6759403353374025
vdc_color,HDBSCAN,standard,3,{'min_cluster_size': 8},99.07561790285531,8.821774770367112
vdc_color,HDBSCAN,standard,3,{'min_cluster_size': 12},64.89463984272166,7.59470119790618
vdc_color,HDBSCAN,standard,1,{'min_cluster_size': 16},,
vdc_color,HDBSCAN,standard,1,{'min_cluster_size': 24},,
vdc_color,HDBSCAN,standard,4,{'min_cluster_size': 32},67.91816524484261,7.818343726261549
vdc_color,HDBSCAN,standard,3,{'min_cluster_size': 48},36.66864778271045,6.74596019845277
vdc_type,DBSCAN,norm,9,"{'eps': 1, 'min_samples': 8}",30.786194482835423,4.783579858625384
vdc_type,DBSCAN,norm,2,"{'eps': 2, 'min_samples': 8}",26.142021127808533,2.2260004335563295
vdc_type,DBSCAN,norm,1,"{'eps': 8, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,1,"{'eps': 12, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,1,"{'eps': 16, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,1,"{'eps': 20, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,1,"{'eps': 24, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,1,"{'eps': 32, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,1,"{'eps': 48, 'min_samples': 8}",,
vdc_type,DBSCAN,norm,5,"{'eps': 1, 'min_samples': 16}",52.414134160338584,7.274508904128702
vdc_type,DBSCAN,norm,2,"{'eps': 2, 'min_samples': 16}",33.10302992770996,2.11224736160855
vdc_type,DBSCAN,norm,1,"{'eps': 8, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,1,"{'eps': 12, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,1,"{'eps': 16, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,1,"{'eps': 20, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,1,"{'eps': 24, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,1,"{'eps': 32, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,1,"{'eps': 48, 'min_samples': 16}",,
vdc_type,DBSCAN,norm,3,"{'eps': 1, 'min_samples': 32}",99.195071181847,10.746866759461149
vdc_type,DBSCAN,norm,2,"{'eps': 2, 'min_samples': 32}",36.14676088276427,2.162483694353395
vdc_type,DBSCAN,norm,1,"{'eps': 8, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,1,"{'eps': 12, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,1,"{'eps': 16, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,1,"{'eps': 20, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,1,"{'eps': 24, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,1,"{'eps': 32, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,1,"{'eps': 48, 'min_samples': 32}",,
vdc_type,DBSCAN,norm,2,"{'eps': 1, 'min_samples': 64}",178.88339785225628,15.078952085680966
vdc_type,DBSCAN,norm,2,"{'eps': 2, 'min_samples': 64}",54.164609485046505,1.99717695291755
vdc_type,DBSCAN,norm,1,"{'eps': 8, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,1,"{'eps': 12, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,1,"{'eps': 16, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,1,"{'eps': 20, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,1,"{'eps': 24, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,1,"{'eps': 32, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,1,"{'eps': 48, 'min_samples': 64}",,
vdc_type,DBSCAN,norm,2,"{'eps': 1, 'min_samples': 128}",181.415733775335,14.963860641757188
vdc_type,DBSCAN,norm,2,"{'eps': 2, 'min_samples': 128}",57.24116628372528,1.9750670277985274
vdc_type,DBSCAN,norm,1,"{'eps': 8, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,1,"{'eps': 12, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,1,"{'eps': 16, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,1,"{'eps': 20, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,1,"{'eps': 24, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,1,"{'eps': 32, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,1,"{'eps': 48, 'min_samples': 128}",,
vdc_type,DBSCAN,norm,2,"{'eps': 1, 'min_samples': 256}",182.63169619914945,14.678002789674656
vdc_type,DBSCAN,norm,2,"{'eps': 2, 'min_samples': 256}",56.61927761278233,2.084929418563906
vdc_type,DBSCAN,norm,1,"{'eps': 8, 'min_samples': 256}",,
vdc_type,DBSCAN,norm,1,"{'eps': 12, 'min_samples': 256}",,
vdc_type,DBSCAN,norm,1,"{'eps': 16, 'min_samples': 256}",,
vdc_type,DBSCAN,norm,1,"{'eps': 20, 'min_samples': 256}",,
vdc_type,DBSCAN,norm,1,"{'eps': 24, 'min_samples': 256}",,
vdc_type,DBSCAN,norm,1,"{'eps': 32, 'min_samples': 256}",,
vdc_type,DBSCAN,norm,1,"{'eps': 48, 'min_samples': 256}",,
vdc_type,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 8}",,
vdc_type,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 8}",,
vdc_type,DBSCAN,standard,23,"{'eps': 8, 'min_samples': 8}",8.082291059435244,2.5389886414955654
vdc_type,DBSCAN,standard,10,"{'eps': 12, 'min_samples': 8}",30.894686467559843,4.434120555852829
vdc_type,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 8}",106.89150493793002,6.234494407264383
vdc_type,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 8}",71.0334022937648,3.0994110234756844
vdc_type,DBSCAN,standard,2,"{'eps': 24, 'min_samples': 8}",27.03738366242751,2.046573902715297
vdc_type,DBSCAN,standard,2,"{'eps': 32, 'min_samples': 8}",12.256092424335634,1.1374028393989952
vdc_type,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 8}",,
vdc_type,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 16}",,
vdc_type,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 16}",,
vdc_type,DBSCAN,standard,5,"{'eps': 8, 'min_samples': 16}",7.474315181345011,2.9493881353628337
vdc_type,DBSCAN,standard,5,"{'eps': 12, 'min_samples': 16}",52.741393654613944,7.1631614952724645
vdc_type,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 16}",118.45353377118714,6.321613874422079
vdc_type,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 16}",97.59714477141122,2.9019674714216723
vdc_type,DBSCAN,standard,2,"{'eps': 24, 'min_samples': 16}",31.41528787551889,1.9920150634061349
vdc_type,DBSCAN,standard,2,"{'eps': 32, 'min_samples': 16}",12.256092424335634,1.1374028393989952
vdc_type,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 16}",,
vdc_type,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 32}",,
vdc_type,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 32}",,
vdc_type,DBSCAN,standard,1,"{'eps': 8, 'min_samples': 32}",,
vdc_type,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 32}",150.81367539480732,14.985923188772231
vdc_type,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 32}",130.87900572131122,6.384528517666837
vdc_type,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 32}",110.18452167712304,2.9609754975541556
vdc_type,DBSCAN,standard,2,"{'eps': 24, 'min_samples': 32}",36.031262967337994,1.9503168559168034
vdc_type,DBSCAN,standard,2,"{'eps': 32, 'min_samples': 32}",12.256092424335634,1.1374028393989952
vdc_type,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 32}",,
vdc_type,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 64}",,
vdc_type,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 64}",,
vdc_type,DBSCAN,standard,1,"{'eps': 8, 'min_samples': 64}",,
vdc_type,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 64}",156.17669571391016,15.151447467343194
vdc_type,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 64}",135.2177542606873,6.558345822070809
vdc_type,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 64}",115.12374406427277,2.9881233331308357
vdc_type,DBSCAN,standard,2,"{'eps': 24, 'min_samples': 64}",53.18368062503625,1.7927161183125568
vdc_type,DBSCAN,standard,2,"{'eps': 32, 'min_samples': 64}",12.256092424335634,1.1374028393989952
vdc_type,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 64}",,
vdc_type,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 128}",,
vdc_type,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 128}",,
vdc_type,DBSCAN,standard,1,"{'eps': 8, 'min_samples': 128}",,
vdc_type,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 128}",158.364957964158,15.400634091480978
vdc_type,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 128}",138.18075155351127,6.671827599405114
vdc_type,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 128}",115.12374406427277,2.9881233331308357
vdc_type,DBSCAN,standard,2,"{'eps': 24, 'min_samples': 128}",62.320346469665004,1.7184104340959407
vdc_type,DBSCAN,standard,2,"{'eps': 32, 'min_samples': 128}",12.256092424335634,1.1374028393989952
vdc_type,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 128}",,
vdc_type,DBSCAN,standard,1,"{'eps': 1, 'min_samples': 256}",,
vdc_type,DBSCAN,standard,1,"{'eps': 2, 'min_samples': 256}",,
vdc_type,DBSCAN,standard,1,"{'eps': 8, 'min_samples': 256}",,
vdc_type,DBSCAN,standard,2,"{'eps': 12, 'min_samples': 256}",159.93292668191242,15.597698302256482
vdc_type,DBSCAN,standard,2,"{'eps': 16, 'min_samples': 256}",138.23296104677272,6.789219285954442
vdc_type,DBSCAN,standard,2,"{'eps': 20, 'min_samples': 256}",120.31059647505903,3.0825586335856157
vdc_type,DBSCAN,standard,2,"{'eps': 24, 'min_samples': 256}",62.320346469665004,1.7184104340959407
vdc_type,DBSCAN,standard,2,"{'eps': 32, 'min_samples': 256}",12.256092424335634,1.1374028393989952
vdc_type,DBSCAN,standard,1,"{'eps': 48, 'min_samples': 256}",,
vdc_type,HDBSCAN,norm,3,{'min_cluster_size': 4},58.41755279751755,3.8953648137904007
vdc_type,HDBSCAN,norm,6,{'min_cluster_size': 8},44.34171336373746,6.331630228925037
vdc_type,HDBSCAN,norm,3,{'min_cluster_size': 12},91.62920484321282,10.886667997074285
vdc_type,HDBSCAN,norm,4,{'min_cluster_size': 16},40.21554346710629,7.689986748664467
vdc_type,HDBSCAN,norm,3,{'min_cluster_size': 24},36.1539174433427,8.51542417259
vdc_type,HDBSCAN,norm,5,{'min_cluster_size': 32},57.19083682497356,8.486809477539575
vdc_type,HDBSCAN,norm,3,{'min_cluster_size': 48},93.7704375777892,12.275103445462271
vdc_type,HDBSCAN,standard,3,{'min_cluster_size': 4},65.7233346279403,3.7443966603187584
vdc_type,HDBSCAN,standard,7,{'min_cluster_size': 8},36.00819237374591,5.878211219864939
vdc_type,HDBSCAN,standard,3,{'min_cluster_size': 12},80.83357509605709,11.54369491297448
vdc_type,HDBSCAN,standard,4,{'min_cluster_size': 16},38.664474873979636,7.853253724382248
vdc_type,HDBSCAN,standard,3,{'min_cluster_size': 24},14.295754250174205,5.188227299912391
vdc_type,HDBSCAN,standard,3,{'min_cluster_size': 32},76.25706435163396,11.438804892712787
vdc_type,HDBSCAN,standard,3,{'min_cluster_size': 48},81.67618969904973,13.000667197630356
