descriptor,cluster_class,scaler,n_clusters,cluster_class_params,calinski_harabasz_score,davies_bouldin_score
vdc_color,AgglomerativeClustering,norm,6,{'n_clusters': 6},4.91747525641738,0.4522463665595644
vdc_color,AgglomerativeClustering,norm,7,{'n_clusters': 7},5.241267621594733,0.44137240389328386
vdc_color,AgglomerativeClustering,norm,8,{'n_clusters': 8},5.056822154702522,0.449615507750065
vdc_color,AgglomerativeClustering,norm,9,{'n_clusters': 9},5.097446028656777,0.4468437577589832
vdc_color,AgglomerativeClustering,norm,10,{'n_clusters': 10},4.973786225793077,0.45151531771385744
vdc_color,AgglomerativeClustering,norm,11,{'n_clusters': 11},4.839212143488491,0.4594496748597466
vdc_color,AgglomerativeClustering,norm,12,{'n_clusters': 12},4.734554921248072,0.46391401404617066
vdc_color,AgglomerativeClustering,norm,13,{'n_clusters': 13},4.666023882680709,0.46654409551575454
vdc_color,AgglomerativeClustering,norm,14,{'n_clusters': 14},4.567719221061282,0.47274019368850784
vdc_color,AgglomerativeClustering,norm,15,{'n_clusters': 15},4.524036307300053,0.47424622864217897
vdc_color,AgglomerativeClustering,norm,16,{'n_clusters': 16},4.446143257068538,0.478383085780756
vdc_color,AgglomerativeClustering,norm,17,{'n_clusters': 17},4.523445188666434,0.4745525599304899
vdc_color,AgglomerativeClustering,norm,18,{'n_clusters': 18},4.5586859246736084,0.4723715695623211
vdc_color,AgglomerativeClustering,norm,19,{'n_clusters': 19},4.59579583228442,0.4701911713114246
vdc_color,AgglomerativeClustering,norm,20,{'n_clusters': 20},4.541082746312774,0.47280479831083017
vdc_color,AgglomerativeClustering,norm,21,{'n_clusters': 21},4.546461187894831,0.4720501406911419
vdc_color,AgglomerativeClustering,norm,22,{'n_clusters': 22},4.524494009995982,0.4727509752903837
vdc_color,AgglomerativeClustering,norm,23,{'n_clusters': 23},4.4743269982452345,0.4753582424732868
vdc_color,AgglomerativeClustering,norm,24,{'n_clusters': 24},4.42803275149599,0.4777850280837564
vdc_color,AgglomerativeClustering,norm,25,{'n_clusters': 25},4.402429767595945,0.4788550923201427
vdc_color,AgglomerativeClustering,norm,26,{'n_clusters': 26},4.373887460902675,0.4801676576564843
vdc_color,AgglomerativeClustering,norm,27,{'n_clusters': 27},4.359263219729588,0.48064370341886153
vdc_color,AgglomerativeClustering,norm,28,{'n_clusters': 28},4.331537444288368,0.48199643981670326
vdc_color,AgglomerativeClustering,norm,29,{'n_clusters': 29},4.2923065313954964,0.48462458551856713
vdc_color,AgglomerativeClustering,norm,30,{'n_clusters': 30},4.260051311612969,0.4863960326344386
vdc_color,AgglomerativeClustering,standard,2,{'n_clusters': 2},5.983333278057021,0.40239035854936395
vdc_color,AgglomerativeClustering,standard,3,{'n_clusters': 3},5.718682722728119,0.41510885085956506
vdc_color,AgglomerativeClustering,standard,4,{'n_clusters': 4},5.544173632328279,0.4218874465439382
vdc_color,AgglomerativeClustering,standard,5,{'n_clusters': 5},5.394121743961967,0.42821471495219665
vdc_color,AgglomerativeClustering,standard,6,{'n_clusters': 6},5.195926911503473,0.43942675706255857
vdc_color,AgglomerativeClustering,standard,7,{'n_clusters': 7},5.479992386715226,0.43018109820675965
vdc_color,AgglomerativeClustering,standard,8,{'n_clusters': 8},5.2486834349789895,0.44301243023945364
vdc_color,AgglomerativeClustering,standard,9,{'n_clusters': 9},5.103731431878393,0.44787507285176736
vdc_color,AgglomerativeClustering,standard,10,{'n_clusters': 10},4.984218737835328,0.45213190256255303
vdc_color,AgglomerativeClustering,standard,11,{'n_clusters': 11},5.089387982890801,0.44745144166074
vdc_color,AgglomerativeClustering,standard,12,{'n_clusters': 12},4.979258146594854,0.4518193439150347
vdc_color,AgglomerativeClustering,standard,13,{'n_clusters': 13},4.931322263578341,0.4531451833093557
vdc_color,AgglomerativeClustering,standard,14,{'n_clusters': 14},4.872585435459391,0.45521810270523255
vdc_color,AgglomerativeClustering,standard,15,{'n_clusters': 15},4.780663825042017,0.46078883277770244
vdc_color,AgglomerativeClustering,standard,16,{'n_clusters': 16},4.704610081206268,0.46423736582781283
vdc_color,AgglomerativeClustering,standard,17,{'n_clusters': 17},4.657772316696615,0.46604473629540427
vdc_color,AgglomerativeClustering,standard,18,{'n_clusters': 18},4.637713562057599,0.46647472722990024
vdc_color,AgglomerativeClustering,standard,19,{'n_clusters': 19},4.752751692906325,0.4619249059747652
vdc_color,AgglomerativeClustering,standard,20,{'n_clusters': 20},4.69022176955941,0.4649766180344869
vdc_color,AgglomerativeClustering,standard,21,{'n_clusters': 21},4.645409231710927,0.46690102388577776
vdc_color,AgglomerativeClustering,standard,22,{'n_clusters': 22},4.67061597708622,0.46534755179210663
vdc_color,AgglomerativeClustering,standard,23,{'n_clusters': 23},4.616784103403384,0.4682919142705057
vdc_color,AgglomerativeClustering,standard,24,{'n_clusters': 24},4.565330209935473,0.4710855695502845
vdc_color,AgglomerativeClustering,standard,25,{'n_clusters': 25},4.530149928305935,0.4726553449836406
vdc_color,AgglomerativeClustering,standard,26,{'n_clusters': 26},4.64459879983179,0.5060222606340169
vdc_color,AgglomerativeClustering,standard,27,{'n_clusters': 27},4.6283204204478965,0.505026316847264
vdc_color,AgglomerativeClustering,standard,28,{'n_clusters': 28},4.581595364877495,0.5061509706029003
vdc_color,AgglomerativeClustering,standard,29,{'n_clusters': 29},4.544346091696126,0.5067432244889488
vdc_color,AgglomerativeClustering,standard,30,{'n_clusters': 30},4.533037274279977,0.5058321464756746
vdc_type,KMeans,norm,2,{'n_clusters': 2},4437.896835771095,6.688242809721384
vdc_type,KMeans,norm,3,{'n_clusters': 3},2985.9080986939393,6.975553488925776
vdc_type,KMeans,norm,4,{'n_clusters': 4},2449.849859088086,7.066401524712283
vdc_type,KMeans,norm,5,{'n_clusters': 5},2250.563461183053,6.750888106932841
vdc_type,KMeans,norm,6,{'n_clusters': 6},2119.565664539483,6.64320521797638
vdc_type,KMeans,norm,7,{'n_clusters': 7},1911.1013339079,6.181903479101519
vdc_type,KMeans,norm,8,{'n_clusters': 8},1829.1538804748343,6.239562526785434
vdc_type,KMeans,norm,9,{'n_clusters': 9},1708.7174989725263,5.958158924157669
vdc_type,KMeans,norm,10,{'n_clusters': 10},1625.3122222963516,5.902510663390787
vdc_type,KMeans,norm,11,{'n_clusters': 11},1585.482149007082,5.813540379892462
vdc_type,KMeans,norm,12,{'n_clusters': 12},1475.5152179307204,5.427339112904163
vdc_type,KMeans,norm,13,{'n_clusters': 13},1454.8583668921456,5.293725106543706
vdc_type,KMeans,norm,14,{'n_clusters': 14},1428.901567942087,5.202244609977551
vdc_type,KMeans,norm,15,{'n_clusters': 15},1399.136407094671,5.271743095783027
vdc_type,KMeans,norm,16,{'n_clusters': 16},1325.3955628797353,5.386083176903444
vdc_type,KMeans,norm,17,{'n_clusters': 17},1303.8601506440395,4.972243814869669
vdc_type,KMeans,norm,18,{'n_clusters': 18},1291.9414331510484,4.968650465880681
vdc_type,KMeans,norm,19,{'n_clusters': 19},1246.2436713202005,5.001012776695337
vdc_type,KMeans,norm,20,{'n_clusters': 20},1209.0552838351493,4.936450736769946
vdc_type,KMeans,norm,21,{'n_clusters': 21},1178.8876485663964,4.807846715508936
vdc_type,KMeans,norm,22,{'n_clusters': 22},1176.7773097760564,4.795313570126765
vdc_type,KMeans,norm,23,{'n_clusters': 23},1153.824643872056,4.673267189091753
vdc_type,KMeans,norm,24,{'n_clusters': 24},1128.4526965565663,4.783539283299298
vdc_type,KMeans,norm,25,{'n_clusters': 25},1125.0236362175522,4.683252711906523
vdc_type,KMeans,norm,26,{'n_clusters': 26},1101.1312368572494,4.619002188614678
vdc_type,KMeans,norm,27,{'n_clusters': 27},1092.0844136106437,4.576384593130364
vdc_type,KMeans,norm,28,{'n_clusters': 28},1048.0265884680211,4.693782707092644
vdc_type,KMeans,norm,29,{'n_clusters': 29},1016.9155423658705,4.46149317989345
vdc_type,KMeans,norm,30,{'n_clusters': 30},1025.5337514741077,4.504958573115403
vdc_type,KMeans,standard,2,{'n_clusters': 2},1134.285308248472,6.894005564004846
vdc_type,KMeans,standard,3,{'n_clusters': 3},1092.4611179951808,6.962404021441841
vdc_type,KMeans,standard,4,{'n_clusters': 4},1119.483275865708,9.56981135437799
vdc_type,KMeans,standard,5,{'n_clusters': 5},1086.167366499842,7.94104499184588
vdc_type,KMeans,standard,6,{'n_clusters': 6},1107.5670661904207,7.5023032817904
vdc_type,KMeans,standard,7,{'n_clusters': 7},1121.6653137696953,7.1025592362163446
vdc_type,KMeans,standard,8,{'n_clusters': 8},1070.5260418434348,6.788469450713703
vdc_type,KMeans,standard,9,{'n_clusters': 9},1092.8767224213157,6.898828109364147
vdc_type,KMeans,standard,10,{'n_clusters': 10},1106.546736046921,6.643142708365484
vdc_type,KMeans,standard,11,{'n_clusters': 11},1102.2762909361527,6.398107381953493
vdc_type,KMeans,standard,12,{'n_clusters': 12},1073.7522178222493,6.195113650494915
vdc_type,KMeans,standard,13,{'n_clusters': 13},1029.5046656319992,6.07417113985114
vdc_type,KMeans,standard,14,{'n_clusters': 14},1035.9569964699692,5.979750270968359
vdc_type,KMeans,standard,15,{'n_clusters': 15},1029.48700033181,5.843601123177442
vdc_type,KMeans,standard,16,{'n_clusters': 16},1021.8359962549682,5.687868770609145
vdc_type,KMeans,standard,17,{'n_clusters': 17},986.5317011995361,5.64104825960404
vdc_type,KMeans,standard,18,{'n_clusters': 18},955.8067146519465,5.563086101590634
vdc_type,KMeans,standard,19,{'n_clusters': 19},978.1485820162353,5.525322198594268
vdc_type,KMeans,standard,20,{'n_clusters': 20},959.8094897720289,5.463788768959807
vdc_type,KMeans,standard,21,{'n_clusters': 21},946.7107783396116,5.409341718785264
vdc_type,KMeans,standard,22,{'n_clusters': 22},914.5214744643852,5.278626197535674
vdc_type,KMeans,standard,23,{'n_clusters': 23},917.229418025308,5.262043720968048
vdc_type,KMeans,standard,24,{'n_clusters': 24},904.0264293129795,5.263468632603142
vdc_type,KMeans,standard,25,{'n_clusters': 25},866.136305684355,4.987377109008447
vdc_type,KMeans,standard,26,{'n_clusters': 26},838.3036500170973,4.952627353624625
vdc_type,KMeans,standard,27,{'n_clusters': 27},842.7851282600604,4.957918699822414
vdc_type,KMeans,standard,28,{'n_clusters': 28},830.9899664659479,4.844928683522591
vdc_type,KMeans,standard,29,{'n_clusters': 29},847.2101709053186,4.935164192288034
vdc_type,KMeans,standard,30,{'n_clusters': 30},838.7509435919335,4.8938744127582074
vdc_type,AgglomerativeClustering,norm,2,{'n_clusters': 2},32.25904966045736,0.17271867915750955
vdc_type,AgglomerativeClustering,norm,3,{'n_clusters': 3},30.002067938235438,0.5052988813590381
vdc_type,AgglomerativeClustering,norm,4,{'n_clusters': 4},24.14030784032661,0.5024730942871111
vdc_type,AgglomerativeClustering,norm,5,{'n_clusters': 5},21.02910466914321,0.4593598813141182
vdc_type,AgglomerativeClustering,norm,6,{'n_clusters': 6},17.379241080656282,0.25477750554744155
vdc_type,AgglomerativeClustering,norm,7,{'n_clusters': 7},15.849030690429554,0.2753079012993651
vdc_type,AgglomerativeClustering,norm,8,{'n_clusters': 8},14.653056939877006,0.28776720002927414
vdc_type,AgglomerativeClustering,norm,9,{'n_clusters': 9},14.227672701203726,0.2882975203764173
vdc_type,AgglomerativeClustering,norm,10,{'n_clusters': 10},14.07383015882636,0.36720273820856
vdc_type,AgglomerativeClustering,norm,11,{'n_clusters': 11},13.187917469275035,0.37288599100863196
vdc_type,AgglomerativeClustering,norm,12,{'n_clusters': 12},12.608967979411505,0.37312615269311705
vdc_type,AgglomerativeClustering,norm,13,{'n_clusters': 13},11.937509561564264,0.3798070156097622
vdc_type,AgglomerativeClustering,norm,14,{'n_clusters': 14},11.503089130574624,0.3806255945602213
vdc_type,AgglomerativeClustering,norm,15,{'n_clusters': 15},11.156983004593704,0.38060484912225745
vdc_type,AgglomerativeClustering,norm,16,{'n_clusters': 16},10.755803685471564,0.383872069168845
vdc_type,AgglomerativeClustering,norm,17,{'n_clusters': 17},10.375910483356101,0.38798342946939135
vdc_type,AgglomerativeClustering,norm,18,{'n_clusters': 18},10.323150232754776,0.38413503326853543
vdc_type,AgglomerativeClustering,norm,19,{'n_clusters': 19},10.039251628343509,0.38654066075300647
vdc_type,AgglomerativeClustering,norm,20,{'n_clusters': 20},9.786519578574097,0.3886550113494817
vdc_type,AgglomerativeClustering,norm,21,{'n_clusters': 21},9.583653046203299,0.38967226631903257
vdc_type,AgglomerativeClustering,norm,22,{'n_clusters': 22},9.55122747515826,0.4067090164439302
vdc_type,AgglomerativeClustering,norm,23,{'n_clusters': 23},9.353211898597362,0.40774714751251656
vdc_type,AgglomerativeClustering,norm,24,{'n_clusters': 24},9.25307737339734,0.4061575932793326
vdc_type,AgglomerativeClustering,norm,25,{'n_clusters': 25},9.074198666135157,0.4075394551235865
vdc_type,AgglomerativeClustering,norm,26,{'n_clusters': 26},8.886966716966587,0.4098742814466204
vdc_type,AgglomerativeClustering,norm,27,{'n_clusters': 27},8.778794688587409,0.40944137084932103
vdc_type,AgglomerativeClustering,norm,28,{'n_clusters': 28},8.600069402275887,0.412449230131107
vdc_type,AgglomerativeClustering,norm,29,{'n_clusters': 29},8.455147629044134,0.4141065711520391
vdc_type,AgglomerativeClustering,norm,30,{'n_clusters': 30},8.332039306749408,0.4151049128257397
vdc_type,AgglomerativeClustering,standard,2,{'n_clusters': 2},50.33274932562532,0.1380236112642746
vdc_type,AgglomerativeClustering,standard,3,{'n_clusters': 3},51.30686581318313,0.5375672875434848
vdc_type,AgglomerativeClustering,standard,4,{'n_clusters': 4},35.611541718656575,0.44396616125733734
vdc_type,AgglomerativeClustering,standard,5,{'n_clusters': 5},29.078423376462087,0.4188021545611809
vdc_type,AgglomerativeClustering,standard,6,{'n_clusters': 6},25.878184403969033,0.39414681064273877
vdc_type,AgglomerativeClustering,standard,7,{'n_clusters': 7},22.05280295197861,0.24413213814852106
vdc_type,AgglomerativeClustering,standard,8,{'n_clusters': 8},20.168674740968104,0.2561039678468795
vdc_type,AgglomerativeClustering,standard,9,{'n_clusters': 9},19.3308454753414,0.25730739191315144
vdc_type,AgglomerativeClustering,standard,10,{'n_clusters': 10},18.761068272262865,0.3361313376939721
vdc_type,AgglomerativeClustering,standard,11,{'n_clusters': 11},17.498365538455626,0.34153264903683467
vdc_type,AgglomerativeClustering,standard,12,{'n_clusters': 12},16.36974155532906,0.34927991013235316
vdc_type,AgglomerativeClustering,standard,13,{'n_clusters': 13},15.76318308784666,0.34740487388396
vdc_type,AgglomerativeClustering,standard,14,{'n_clusters': 14},15.281976305231831,0.3452840054743783
vdc_type,AgglomerativeClustering,standard,15,{'n_clusters': 15},15.11886679287725,0.34037926809245395
vdc_type,AgglomerativeClustering,standard,16,{'n_clusters': 16},14.479374655696782,0.34515332275044236
vdc_type,AgglomerativeClustering,standard,17,{'n_clusters': 17},13.932944597478766,0.3489130351794221
vdc_type,AgglomerativeClustering,standard,18,{'n_clusters': 18},13.494654780292036,0.35090758373886
vdc_type,AgglomerativeClustering,standard,19,{'n_clusters': 19},13.130224257396858,0.3520201867052419
vdc_type,AgglomerativeClustering,standard,20,{'n_clusters': 20},12.97549508546022,0.3703358302365784
vdc_type,AgglomerativeClustering,standard,21,{'n_clusters': 21},12.630569432202382,0.3716276686251577
vdc_type,AgglomerativeClustering,standard,22,{'n_clusters': 22},12.48661942369174,0.3691026947325948
vdc_type,AgglomerativeClustering,standard,23,{'n_clusters': 23},12.191158867672382,0.37046604549690804
vdc_type,AgglomerativeClustering,standard,24,{'n_clusters': 24},11.937616085734426,0.37121851025048724
vdc_type,AgglomerativeClustering,standard,25,{'n_clusters': 25},11.737854267316054,0.37103364666078137
vdc_type,AgglomerativeClustering,standard,26,{'n_clusters': 26},11.529440032253392,0.3715138373007376
vdc_type,AgglomerativeClustering,standard,27,{'n_clusters': 27},11.286256975663248,0.37365821969699514
vdc_type,AgglomerativeClustering,standard,28,{'n_clusters': 28},11.15481845238525,0.3728936670909772
vdc_type,AgglomerativeClustering,standard,29,{'n_clusters': 29},11.163483125671096,0.3700422097318155
vdc_type,AgglomerativeClustering,standard,30,{'n_clusters': 30},10.967857862108099,0.37164761133373503
