descriptor,scaler,cluster_class,cluster_class_params,labels,n_clusters,calinski_harabasz_score,davies_bouldin_score
osnet,norm,KMeans,{'n_clusters': 5},[2 2 3 ... 3 0 0],5,836.1196108622148,5.167643740072307
osnet,norm,KMeans,{'n_clusters': 6},[4 4 3 ... 3 2 5],6,763.6219126532122,5.105675124662594
osnet,norm,KMeans,{'n_clusters': 7},[3 3 2 ... 3 4 1],7,666.4681156073394,4.848393332970138
osnet,norm,KMeans,{'n_clusters': 8},[5 5 6 ... 1 3 3],8,656.5312395530219,4.858103658952926
osnet,norm,KMeans,{'n_clusters': 9},[3 3 1 ... 3 1 4],9,560.8554806151898,4.770245457102065
osnet,norm,KMeans,{'n_clusters': 10},[9 9 4 ... 7 0 1],10,559.6645720553796,4.6535407006508915
osnet,norm,KMeans,{'n_clusters': 11},[5 5 3 ... 7 4 4],11,530.0971642634233,4.791624477722669
osnet,norm,KMeans,{'n_clusters': 12},[ 4  4  6 ...  7 11  1],12,508.82072006168954,4.600811894466714
osnet,norm,KMeans,{'n_clusters': 13},[3 3 6 ... 8 4 5],13,477.80421996868995,4.28643813680598
osnet,norm,KMeans,{'n_clusters': 14},[ 9  9  3 ...  6  4 10],14,472.93629386759744,4.130979995502575
osnet,norm,KMeans,{'n_clusters': 15},[ 1  7 14 ...  5  9 12],15,455.21235522648914,4.186891575439596
osnet,std,KMeans,{'n_clusters': 2},[1 1 1 ... 1 1 1],2,250.36029415639777,12.588893810806335
osnet,std,KMeans,{'n_clusters': 3},[0 0 0 ... 0 0 0],3,211.8775186325109,3.501386633292404
osnet,std,KMeans,{'n_clusters': 4},[2 2 1 ... 1 2 2],4,225.71111142891195,7.495683507952812
osnet,std,KMeans,{'n_clusters': 5},[2 2 4 ... 3 2 2],5,223.16675687981459,8.589909139093853
osnet,std,KMeans,{'n_clusters': 6},[5 5 2 ... 1 4 2],6,225.30813859545177,7.689572631888261
osnet,std,KMeans,{'n_clusters': 7},[4 4 3 ... 6 1 4],7,214.37108290658492,7.225901574390456
osnet,std,KMeans,{'n_clusters': 8},[1 3 7 ... 3 1 1],8,218.19518927716592,6.780178204300278
osnet,std,KMeans,{'n_clusters': 9},[1 1 3 ... 3 1 1],9,214.09900934880864,5.4708487901564675
osnet,std,KMeans,{'n_clusters': 10},[8 8 9 ... 3 9 9],10,216.62374213745642,5.799769114874712
osnet,std,KMeans,{'n_clusters': 11},[10  4  3 ...  8 10 10],11,211.57804950722152,6.191367648786123
osnet,std,KMeans,{'n_clusters': 12},[10  5  6 ...  6  3  3],12,203.7346005614956,5.9227772841690784
osnet,std,KMeans,{'n_clusters': 13},[ 5  5  4 ...  4 10 10],13,214.16248713578838,5.71613356993656
osnet,std,KMeans,{'n_clusters': 14},[1 3 6 ... 1 1 1],14,208.17669677571342,5.113925724962714
osnet,std,KMeans,{'n_clusters': 15},[13  6  3 ... 12 13 13],15,212.52886513019524,5.4262437160944925
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 8.0}",[ 0  0 23 ...  0 -1  0],39,39.18989263345956,2.2154869927438825
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],2,7.840547823614988,2.1205189268689746
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 16.0}",[ 0  0 -1 ...  0 -1  0],14,74.96610819190101,3.1395620024421236
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],2,7.840547823614988,2.1205189268689746
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 32.0}",[ 0  0 -1 ...  0 -1  0],6,128.88517509428416,4.86593022527875
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,7.840547823614988,2.1205189268689746
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 64.0}",[ 0  0 -1 ...  0 -1  0],5,182.59380528242298,5.069501331767175
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,15.459471453244351,1.9068149524330804
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 128.0}",[ 0  0 -1 ...  0 -1  0],3,283.96341266649677,6.802102392397135
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,14.808030290386176,2.1186375657891823
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 256.0}",[ 0  0 -1 ...  0 -1  0],2,530.2026357505755,8.269677854007686
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,25.872725302009556,1.9725222650511856
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 0.25, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 0.5, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,DBSCAN,"{'eps': 1.0, 'min_samples': 512.0}",[ 0  0 -1 ...  0 -1  0],2,551.0387077428842,7.305535802580525
osnet,norm,DBSCAN,"{'eps': 2.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,25.012500548562805,2.1094963233730857
osnet,norm,DBSCAN,"{'eps': 4.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 8.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 16.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 32.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 64.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 128.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 256.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,DBSCAN,"{'eps': 512.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 8.0}",[-1 -1 -1 ... -1 -1 -1],50,10.844390591547175,2.4591474344566957
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],5,44.265072796617964,4.147506818609375
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 8.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 16.0}",[-1 -1 -1 ... -1 -1 -1],11,18.847318805030238,3.2225356092275472
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],5,72.14535543997518,4.327624138127158
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 16.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 32.0}",[-1 -1 -1 ... -1 -1 -1],2,66.28719977573928,4.473561141972083
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],2,129.51137060690195,7.758030698121485
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 32.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 64.0}",[-1 -1 -1 ... -1 -1 -1],2,49.70266342502006,3.936250293248535
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],2,173.14591914755908,7.784308060772906
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 64.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 128.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],2,184.54318313704138,7.914036004573925
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 128.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 256.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],2,186.91057052119095,8.000609901468113
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 256.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 0.25, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 0.5, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 1.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 2.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 4.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 8.0, 'min_samples': 512.0}",[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,DBSCAN,"{'eps': 16.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],2,187.15441183660155,8.084424685212916
osnet,std,DBSCAN,"{'eps': 32.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 64.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 128.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 256.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,std,DBSCAN,"{'eps': 512.0, 'min_samples': 512.0}",[0 0 0 ... 0 0 0],1,,
osnet,norm,HDBSCAN,{'min_cluster_size': 8},[11 11 11 ... 11 11 11],18,66.35359000448696,2.4740206024891984
osnet,norm,HDBSCAN,{'min_cluster_size': 16},[5 5 5 ... 5 5 5],10,90.42694989683373,3.065217791616652
osnet,norm,HDBSCAN,{'min_cluster_size': 32},[17 17 17 ... 17 17 17],21,100.45177755636858,3.012364278425011
osnet,norm,HDBSCAN,{'min_cluster_size': 64},[ 0  0 -1 ...  0  0  0],3,270.5862623695866,7.2749299100589795
osnet,norm,HDBSCAN,{'min_cluster_size': 128},[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,HDBSCAN,{'min_cluster_size': 256},[-1 -1 -1 ... -1 -1 -1],1,,
osnet,norm,HDBSCAN,{'min_cluster_size': 512},[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,HDBSCAN,{'min_cluster_size': 8},[13 13 13 ... 13 13 13],17,59.14564910743238,3.0887145909294054
osnet,std,HDBSCAN,{'min_cluster_size': 16},[3 3 3 ... 3 3 3],8,81.18144185963584,4.4184741722226715
osnet,std,HDBSCAN,{'min_cluster_size': 32},[0 0 0 ... 0 0 0],3,70.96364020086257,6.224486866692414
osnet,std,HDBSCAN,{'min_cluster_size': 64},[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,HDBSCAN,{'min_cluster_size': 128},[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,HDBSCAN,{'min_cluster_size': 256},[-1 -1 -1 ... -1 -1 -1],1,,
osnet,std,HDBSCAN,{'min_cluster_size': 512},[-1 -1 -1 ... -1 -1 -1],1,,
vdc_color,norm,KMeans,{'n_clusters': 2},[1 1 1 ... 1 1 1],2,1439.5807288266944,5.294130067698819
vdc_color,norm,KMeans,{'n_clusters': 3},[2 2 2 ... 2 2 2],3,720.5880321684951,3.801036335040706
vdc_color,norm,KMeans,{'n_clusters': 4},[2 1 1 ... 2 1 2],4,731.5891495368595,7.304994724283796
vdc_color,norm,KMeans,{'n_clusters': 5},[4 2 2 ... 4 2 3],5,606.3191244286619,6.444382056433783
vdc_color,norm,KMeans,{'n_clusters': 6},[2 2 2 ... 2 2 3],6,514.7727613975867,5.9290220701377345
vdc_color,norm,KMeans,{'n_clusters': 7},[3 4 5 ... 3 5 6],7,461.25472311159,5.385834890061632
vdc_color,norm,KMeans,{'n_clusters': 8},[7 0 3 ... 7 3 3],8,430.81088219875755,5.795495300756173
vdc_color,norm,KMeans,{'n_clusters': 9},[2 3 1 ... 2 1 1],9,432.89159719541243,5.709857704336539
vdc_color,norm,KMeans,{'n_clusters': 10},[9 4 4 ... 7 5 5],10,387.5606909888772,5.3151783039523846
vdc_color,norm,KMeans,{'n_clusters': 11},[ 4  2  5 ...  0 10 10],11,388.0622984295833,5.535095502182283
vdc_color,norm,KMeans,{'n_clusters': 12},[ 9  1 11 ...  9 11 11],12,327.25810775986787,4.648423485498906
vdc_color,norm,KMeans,{'n_clusters': 13},[ 7  2  8 ...  6  8 11],13,343.5285189695591,5.02546325771558
vdc_color,norm,KMeans,{'n_clusters': 14},[ 7  9  9 ... 11 12 12],14,328.68837699121343,4.891224310605419
vdc_color,norm,KMeans,{'n_clusters': 15},[8 2 1 ... 0 7 7],15,333.31980049280213,5.062561818034078
vdc_color,norm,KMeans,{'n_clusters': 16},[ 7  1  8 ...  7 15 15],16,306.7277051329201,4.69569906309277
vdc_color,norm,KMeans,{'n_clusters': 17},[ 8  2  9 ... 11  9  9],17,307.07894528365085,5.059329224562345
vdc_color,norm,KMeans,{'n_clusters': 18},[ 8  2  2 ...  4 15 15],18,291.1644163729166,4.942917250555843
vdc_color,norm,KMeans,{'n_clusters': 19},[ 8 10 16 ...  3  9  9],19,284.1052744819941,4.774650980230075
vdc_color,norm,KMeans,{'n_clusters': 20},[10  1 12 ... 14 12 13],20,271.91433645122646,4.394689616935567
vdc_color,norm,KMeans,{'n_clusters': 21},[19 11 20 ... 10 20 20],21,279.86384632114743,4.753659019657808
vdc_color,norm,KMeans,{'n_clusters': 22},[ 0 11 19 ...  8  5  5],22,260.038234177644,4.523327568849066
vdc_color,norm,KMeans,{'n_clusters': 23},[ 5 17  7 ...  9  7  1],23,250.6886306310319,4.605490514626217
vdc_color,norm,KMeans,{'n_clusters': 24},[ 9  0  3 ...  2 17  5],24,244.46634218137862,4.46937074195722
